2023-01-22T07:32:40.459514+00:00,0
2023-01-22T07:33:52.412136+00:00,0
2023-01-22T07:34:25.224094+00:00,0
2023-01-22T07:35:22.143125+00:00,0
2023-01-22T07:36:27.888164+00:00,0
2023-01-22T07:37:27.631106+00:00,0
2023-01-22T07:38:22.542095+00:00,0
2023-01-22T07:39:22.464063+00:00,0
2023-01-22T07:40:25.694266+00:00,0
2023-01-22T07:41:22.554074+00:00,0
2023-01-22T07:42:25.352978+00:00,0
2023-01-22T07:43:19.105922+00:00,0
2023-01-22T07:44:39.847951+00:00,0
2023-01-22T07:45:24.719894+00:00,0
2023-01-22T07:46:22.613960+00:00,0
2023-01-22T07:47:25.345434+00:00,0
2023-01-22T07:48:34.190904+00:00,0
2023-01-22T07:49:24.985977+00:00,0
2023-01-22T07:50:24.794119+00:00,0
2023-01-22T07:51:21.617857+00:00,0
2023-01-22T07:52:40.359860+00:00,0
2023-01-22T07:53:19.190905+00:00,0
2023-01-22T07:54:42.938841+00:00,0
2023-01-22T07:55:24.754764+00:00,0
2023-01-22T07:56:21.672718+00:00,0
2023-01-22T07:57:22.553950+00:00,0
2023-01-22T07:58:22.372725+00:00,0
2023-01-22T07:59:22.120596+00:00,0
2023-01-22T08:00:39.920690+00:00,56
2023-01-22T08:01:24.689673+00:00,60
2023-01-22T08:02:22.621409+00:00,70
2023-01-22T08:03:25.378117+00:00,84
2023-01-22T08:04:22.198936+00:00,92
2023-01-22T08:05:22.163617+00:00,97
2023-01-22T08:06:27.933451+00:00,100
2023-01-22T08:07:30.841519+00:00,100
2023-01-22T08:08:24.571976+00:00,102
2023-01-22T08:09:25.419770+00:00,104
2023-01-22T08:10:31.191575+00:00,109
2023-01-22T08:11:24.941678+00:00,109
2023-01-22T08:12:39.694216+00:00,104
2023-01-22T08:13:25.474308+00:00,99
2023-01-22T08:14:22.392536+00:00,101
2023-01-22T08:15:22.285171+00:00,105
2023-01-22T08:16:25.038176+00:00,110
2023-01-22T08:17:24.778990+00:00,117
2023-01-22T08:18:24.564180+00:00,121
2023-01-22T08:19:25.317189+00:00,131
2023-01-22T08:20:22.279153+00:00,135
2023-01-22T08:21:22.101678+00:00,137
2023-01-22T08:22:21.990476+00:00,137
2023-01-22T08:23:21.957546+00:00,141
2023-01-22T08:24:21.872615+00:00,146
2023-01-22T08:25:21.787300+00:00,146
2023-01-22T08:26:39.581659+00:00,158
2023-01-22T08:27:25.386284+00:00,157
2023-01-22T08:28:25.189332+00:00,153
2023-01-22T08:29:22.241464+00:00,156
2023-01-22T08:30:22.290111+00:00,161
2023-01-22T08:31:25.015307+00:00,164
2023-01-22T08:32:24.760281+00:00,157
2023-01-22T08:33:24.498917+00:00,160
2023-01-22T08:34:40.251788+00:00,176
2023-01-22T08:35:25.017980+00:00,185
2023-01-22T08:36:21.916043+00:00,184
2023-01-22T08:37:24.697330+00:00,186
2023-01-22T08:38:25.477530+00:00,189
2023-01-22T08:39:25.291577+00:00,191
2023-01-22T08:40:25.187754+00:00,195
2023-01-22T08:41:25.012120+00:00,194
2023-01-22T08:42:22.043007+00:00,199
2023-01-22T08:43:24.866174+00:00,206
2023-01-22T08:44:21.755180+00:00,205
2023-01-22T08:45:21.579249+00:00,209
2023-01-22T08:46:22.433406+00:00,223
2023-01-22T08:47:22.312325+00:00,240
2023-01-22T08:48:25.058733+00:00,242
2023-01-22T08:49:24.796542+00:00,244
2023-01-22T08:50:24.580002+00:00,245
2023-01-22T08:51:25.319548+00:00,248
2023-01-22T08:52:25.058280+00:00,248
2023-01-22T08:53:39.813749+00:00,243
2023-01-22T08:54:21.700617+00:00,249
2023-01-22T08:55:22.582693+00:00,259
2023-01-22T08:56:22.467813+00:00,269
2023-01-22T08:57:22.364059+00:00,270
2023-01-22T08:58:25.099676+00:00,262
2023-01-22T08:59:21.996768+00:00,240
2023-01-22T09:00:24.727809+00:00,238
2023-01-22T09:01:22.657777+00:00,227
2023-01-22T09:02:22.478714+00:00,213
2023-01-22T09:03:25.216662+00:00,218
2023-01-22T09:04:24.986670+00:00,222
2023-01-22T09:05:21.895674+00:00,217
2023-01-22T09:06:24.675033+00:00,219
2023-01-22T09:07:25.411668+00:00,215
2023-01-22T09:08:22.310797+00:00,216
2023-01-22T09:09:40.967690+00:00,233
2023-01-22T09:10:24.781728+00:00,240
2023-01-22T09:11:21.677569+00:00,240
2023-01-22T09:12:25.477487+00:00,249
2023-01-22T09:13:22.358287+00:00,263
2023-01-22T09:14:19.189224+00:00,259
2023-01-22T09:15:25.057371+00:00,270
2023-01-22T09:16:27.783930+00:00,273
2023-01-22T09:17:24.857700+00:00,279
2023-01-22T09:18:21.726848+00:00,290
2023-01-22T09:19:22.609829+00:00,312
2023-01-22T09:20:22.520738+00:00,315
2023-01-22T09:21:40.249731+00:00,303
2023-01-22T09:22:24.969695+00:00,300
2023-01-22T09:23:21.891504+00:00,310
2023-01-22T09:24:24.648850+00:00,321
2023-01-22T09:25:25.446442+00:00,321
2023-01-22T09:26:25.185515+00:00,320
2023-01-22T09:27:22.079305+00:00,328
2023-01-22T09:28:39.832554+00:00,335
2023-01-22T09:29:24.629467+00:00,330
2023-01-22T09:30:22.512262+00:00,345
2023-01-22T09:31:25.274439+00:00,343
2023-01-22T09:32:25.010492+00:00,327
2023-01-22T09:33:24.741278+00:00,338
2023-01-22T09:34:25.482215+00:00,371
2023-01-22T09:35:22.378584+00:00,383
2023-01-22T09:36:22.109141+00:00,382
2023-01-22T09:37:24.842292+00:00,388
2023-01-22T09:38:24.587958+00:00,385
2023-01-22T09:39:22.552934+00:00,413
2023-01-22T09:40:22.450971+00:00,439
2023-01-22T09:41:19.184809+00:00,431
2023-01-22T09:42:24.947844+00:00,393
2023-01-22T09:43:24.731874+00:00,379
2023-01-22T09:44:25.470652+00:00,391
2023-01-22T09:45:22.384984+00:00,408
2023-01-22T09:46:22.261523+00:00,405
2023-01-22T09:47:22.153338+00:00,414
2023-01-22T09:48:22.045296+00:00,438
2023-01-22T09:49:21.937137+00:00,456
2023-01-22T09:50:21.830077+00:00,453
2023-01-22T09:51:21.722792+00:00,465
2023-01-22T09:52:25.465801+00:00,456
2023-01-22T09:53:22.385971+00:00,467
2023-01-22T09:54:25.142546+00:00,453
2023-01-22T09:55:25.010461+00:00,431
2023-01-22T09:56:21.901624+00:00,418
2023-01-22T09:57:21.825738+00:00,429
2023-01-22T09:58:24.644346+00:00,417
2023-01-22T09:59:22.618312+00:00,423
2023-01-22T10:00:22.620572+00:00,420
2023-01-22T10:01:22.588164+00:00,395
2023-01-22T10:02:22.528109+00:00,374
2023-01-22T10:03:22.418153+00:00,383
2023-01-22T10:04:22.311712+00:00,382
2023-01-22T10:05:25.094926+00:00,397
2023-01-22T10:06:21.984079+00:00,398
2023-01-22T10:07:21.876942+00:00,392
2023-01-22T10:08:21.773935+00:00,385
2023-01-22T10:09:21.913853+00:00,388
2023-01-22T10:10:21.813901+00:00,401
2023-01-22T10:11:21.702075+00:00,395
2023-01-22T10:12:40.489529+00:00,402
2023-01-22T10:13:22.447399+00:00,424
2023-01-22T10:14:40.201847+00:00,454
2023-01-22T10:15:22.005747+00:00,456
2023-01-22T10:16:24.750912+00:00,447
2023-01-22T10:17:22.652499+00:00,432
2023-01-22T10:18:22.597757+00:00,433
2023-01-22T10:19:25.378666+00:00,438
2023-01-22T10:20:37.188105+00:00,438
2023-01-22T10:21:39.920889+00:00,430
2023-01-22T10:22:21.854983+00:00,437
2023-01-22T10:23:21.748041+00:00,439
2023-01-22T10:24:25.571101+00:00,441
2023-01-22T10:25:22.464165+00:00,439
2023-01-22T10:26:22.371091+00:00,431
2023-01-22T10:27:22.106301+00:00,435
2023-01-22T10:28:30.883217+00:00,423
2023-01-22T10:29:24.638400+00:00,424
2023-01-22T10:30:22.546297+00:00,428
2023-01-22T10:31:22.432364+00:00,438
2023-01-22T10:32:22.153374+00:00,438
2023-01-22T10:33:22.030422+00:00,430
2023-01-22T10:34:24.790419+00:00,411
2023-01-22T10:35:21.698348+00:00,407
2023-01-22T10:36:25.476326+00:00,401
2023-01-22T10:37:40.216327+00:00,385
2023-01-22T10:38:24.985399+00:00,402
2023-01-22T10:39:24.782451+00:00,428
2023-01-22T10:40:21.698249+00:00,399
2023-01-22T10:41:25.470486+00:00,396
2023-01-22T10:42:25.211556+00:00,424
2023-01-22T10:43:22.094360+00:00,402
2023-01-22T10:44:21.980356+00:00,407
2023-01-22T10:45:24.765562+00:00,453
2023-01-22T10:46:24.505464+00:00,478
2023-01-22T10:47:25.233470+00:00,495
2023-01-22T10:48:24.974403+00:00,518
2023-01-22T10:49:39.726386+00:00,492
2023-01-22T10:50:22.639228+00:00,473
2023-01-22T10:51:25.398613+00:00,489
2023-01-22T10:52:22.297362+00:00,488
2023-01-22T10:53:22.201233+00:00,453
2023-01-22T10:54:22.084178+00:00,417
2023-01-22T10:55:39.826980+00:00,450
2023-01-22T10:56:21.710013+00:00,474
2023-01-22T10:57:25.441605+00:00,474
2023-01-22T10:58:40.194804+00:00,460
2023-01-22T10:59:25.037970+00:00,429
2023-01-22T11:00:21.930840+00:00,406
2023-01-22T11:01:21.815827+00:00,429
2023-01-22T11:02:21.693885+00:00,465
2023-01-22T11:03:22.597743+00:00,479
2023-01-22T11:04:25.325732+00:00,461
2023-01-22T11:05:22.226577+00:00,454
2023-01-22T11:06:24.958575+00:00,453
2023-01-22T11:07:24.676539+00:00,454
2023-01-22T11:08:22.557606+00:00,479
2023-01-22T11:09:22.461596+00:00,512
2023-01-22T11:10:25.266519+00:00,525
2023-01-22T11:11:34.186507+00:00,491
2023-01-22T11:13:39.581639+00:00,476
2023-01-22T11:14:25.532375+00:00,477
2023-01-22T11:15:40.335706+00:00,482
2023-01-22T11:16:22.159393+00:00,500
2023-01-22T11:17:42.930453+00:00,527
2023-01-22T11:18:21.982403+00:00,526
2023-01-22T11:19:25.273375+00:00,514
2023-01-22T11:20:28.020377+00:00,489
2023-01-22T11:21:39.776311+00:00,439
2023-01-22T11:22:21.658329+00:00,425
2023-01-22T11:23:40.392194+00:00,433
2023-01-22T11:24:31.130223+00:00,441
2023-01-22T11:25:25.192266+00:00,461
2023-01-22T11:26:27.941457+00:00,453
2023-01-22T11:27:30.703125+00:00,419
2023-01-22T11:28:22.583922+00:00,439
2023-01-22T11:29:25.352495+00:00,439
2023-01-22T11:30:25.148418+00:00,412
2023-01-22T11:31:24.886661+00:00,414
2023-01-22T11:32:24.685893+00:00,456
2023-01-22T11:33:40.478244+00:00,459
2023-01-22T11:34:25.348120+00:00,437
2023-01-22T11:35:25.092254+00:00,425
2023-01-22T11:36:21.977778+00:00,430
2023-01-22T11:37:21.846515+00:00,442
2023-01-22T11:38:24.605720+00:00,420
2023-01-22T11:39:31.487750+00:00,409
2023-01-22T11:40:25.296822+00:00,395
2023-01-22T11:41:19.027120+00:00,392
2023-01-22T11:42:24.770343+00:00,409
2023-01-22T11:43:39.508733+00:00,417
2023-01-22T11:44:22.400065+00:00,418
2023-01-22T11:45:25.180255+00:00,435
2023-01-22T11:46:24.918296+00:00,432
2023-01-22T11:47:24.697468+00:00,438
2023-01-22T11:48:40.464436+00:00,421
2023-01-22T11:49:22.277522+00:00,414
2023-01-22T11:50:25.060659+00:00,409
2023-01-22T11:51:24.804653+00:00,439
2023-01-22T11:52:39.563770+00:00,439
2023-01-22T11:53:22.454747+00:00,432
2023-01-22T11:54:37.191707+00:00,414
2023-01-22T11:55:24.968721+00:00,420
2023-01-22T11:56:21.859807+00:00,419
2023-01-22T11:57:24.618841+00:00,420
2023-01-22T11:58:25.428815+00:00,404
2023-01-22T11:59:22.190157+00:00,416
2023-01-22T12:00:25.098043+00:00,433
2023-01-22T12:01:30.835786+00:00,432
2023-01-22T12:02:24.618561+00:00,455
2023-01-22T12:03:25.374405+00:00,485
2023-01-22T12:04:25.113373+00:00,534
2023-01-22T12:05:24.892157+00:00,536
2023-01-22T12:06:21.788377+00:00,529
2023-01-22T12:07:21.652065+00:00,551
2023-01-22T12:08:22.548843+00:00,531
2023-01-22T12:09:22.550159+00:00,497
2023-01-22T12:10:25.303688+00:00,444
2023-01-22T12:11:34.065827+00:00,427
2023-01-22T12:12:24.827687+00:00,437
2023-01-22T12:13:24.562649+00:00,442
2023-01-22T12:14:25.304616+00:00,438
2023-01-22T12:15:22.061718+00:00,437
2023-01-22T12:16:21.910602+00:00,448
2023-01-22T12:17:24.732515+00:00,451
2023-01-22T12:18:25.529621+00:00,431
2023-01-22T12:19:22.410612+00:00,423
2023-01-22T12:20:25.192535+00:00,439
2023-01-22T12:21:24.924513+00:00,472
2023-01-22T12:22:24.667551+00:00,485
2023-01-22T12:23:22.565620+00:00,473
2023-01-22T12:24:40.316452+00:00,432
2023-01-22T12:25:40.211267+00:00,399
2023-01-22T12:26:25.078492+00:00,385
2023-01-22T12:27:22.031277+00:00,392
2023-01-22T12:28:21.965720+00:00,429
2023-01-22T12:29:24.703556+00:00,463
2023-01-22T12:30:25.503545+00:00,420
2023-01-22T12:31:22.423589+00:00,383
2023-01-22T12:32:25.181728+00:00,365
2023-01-22T12:33:24.917721+00:00,362
2023-01-22T12:34:24.653756+00:00,379
2023-01-22T12:35:22.566575+00:00,408
2023-01-22T12:36:25.345671+00:00,427
2023-01-22T12:37:25.064562+00:00,422
2023-01-22T12:38:39.813635+00:00,397
2023-01-22T12:39:26.612490+00:00,396
2023-01-22T12:40:22.519491+00:00,399
2023-01-22T12:41:22.412934+00:00,382
2023-01-22T12:42:25.668536+00:00,347
2023-01-22T12:43:25.439130+00:00,341
2023-01-22T12:44:19.158538+00:00,336
2023-01-22T12:45:22.068477+00:00,344
2023-01-22T12:46:21.941544+00:00,349
2023-01-22T12:47:24.698532+00:00,331
2023-01-22T12:48:25.439615+00:00,320
2023-01-22T12:49:22.328600+00:00,329
2023-01-22T12:50:25.108585+00:00,338
2023-01-22T12:51:22.002879+00:00,341
2023-01-22T12:52:24.781687+00:00,353
